experiment,total_outliers_frac_seed,num_outliers,overlap,outliers_max_dist_mm,outliers_dist_mm,start_day,end_day,num_entire_outliers,iou
13578,1.1,9.0,0.7349809885931559,2.2091048892708334,"[2.20910489 0.65357493 1.45822797 0.56747341 0.40991003 0.81156899
 1.2695962  1.4284986  1.64835668]",0,62,0.0,0.5188473293552612
